County, State, Y, X
Autauga County,AL, 59,304
Baldwin County,AL, 44,296
Barbour County,AL, 53,314
Bibb County,AL, 62,300
Blount County,AL, 70,305
Bullock County,AL, 55,312
Butler County,AL, 53,304
Calhoun County,AL, 69,311
Chambers County,AL, 62,314
Cherokee County,AL, 72,313
Chilton County,AL, 61,304
Choctaw County,AL, 55,291
Clarke County,AL, 52,295
Clay County,AL, 65,311
Cleburne County,AL, 68,313
Coffee County,AL, 50,310
Colbert County,AL, 76,295
Conecuh County,AL, 50,302
Coosa County,AL, 62,308
Covington County,AL, 48,306
Crenshaw County,AL, 52,307
Cullman County,AL, 72,303
Dale County,AL, 50,313
Dallas County,AL, 57,301
DeKalb County,AL, 74,311
Elmore County,AL, 59,308
Escambia County,AL, 48,300
Etowah County,AL, 71,309
Fayette County,AL, 68,296
Franklin County,AL, 74,295
Geneva County,AL, 47,311
Greene County,AL, 61,294
Hale County,AL, 61,296
Henry County,AL, 51,316
Houston County,AL, 48,315
Jackson County,AL, 77,310
Jefferson County,AL, 67,302
Lamar County,AL, 69,293
Lauderdale County,AL, 78,296
Lawrence County,AL, 75,299
Lee County,AL, 59,315
Limestone County,AL, 77,302
Lowndes County,AL, 56,304
Macon County,AL, 58,312
Madison County,AL, 77,305
Marengo County,AL, 56,295
Marion County,AL, 72,294
Marshall County,AL, 73,307
Mobile County,AL, 45,292
Monroe County,AL, 51,299
Montgomery County,AL, 56,308
Morgan County,AL, 74,303
Perry County,AL, 60,299
Pickens County,AL, 65,293
Pike County,AL, 53,310
Randolph County,AL, 65,314
Russell County,AL, 57,316
Saint Clair County,AL, 68,307
Shelby County,AL, 65,304
Sumter County,AL, 59,292
Talladega County,AL, 66,308
Tallapoosa County,AL, 61,311
Tuscaloosa County,AL, 65,297
Walker County,AL, 69,299
Washington County,AL, 50,292
Wilcox County,AL, 54,299
Winston County,AL, 72,299
Apache County,AZ, 82,122
Cochise County,AZ, 54,119
Coconino County,AZ, 85,103
Gila County,AZ, 69,111
Graham County,AZ, 62,118
Greenlee County,AZ, 64,124
La Paz County,AZ, 68, 86
Maricopa County,AZ, 65, 98
Mohave County,AZ, 84, 87
Navajo County,AZ, 82,115
Pima County,AZ, 55,103
Pinal County,AZ, 62,107
Santa Cruz County,AZ, 51,111
Yavapai County,AZ, 75, 97
Yuma County,AZ, 61, 86
Arkansas County,AR, 73,267
Ashley County,AR, 64,263
Baxter County,AR, 89,259
Benton County,AR, 89,243
Boone County,AR, 89,253
Bradley County,AR, 66,260
Calhoun County,AR, 67,257
Carroll County,AR, 89,249
Chicot County,AR, 65,267
Clark County,AR, 71,252
Clay County,AR, 89,274
Cleburne County,AR, 83,261
Cleveland County,AR, 70,260
Columbia County,AR, 64,252
Conway County,AR, 81,256
Craighead County,AR, 85,272
Crawford County,AR, 83,244
Crittenden County,AR, 80,275
Cross County,AR, 81,271
Dallas County,AR, 70,256
Desha County,AR, 69,267
Drew County,AR, 67,264
Faulkner County,AR, 80,259
Franklin County,AR, 83,246
Fulton County,AR, 90,263
Garland County,AR, 75,252
Grant County,AR, 73,258
Greene County,AR, 87,273
Hempstead County,AR, 68,248
Hot Spring County,AR, 73,254
Howard County,AR, 71,246
Independence County,AR, 84,265
Izard County,AR, 87,262
Jackson County,AR, 83,268
Jefferson County,AR, 73,262
Johnson County,AR, 83,250
Lafayette County,AR, 64,249
Lawrence County,AR, 87,269
Lee County,AR, 77,271
Lincoln County,AR, 70,264
Little River County,AR, 68,244
Logan County,AR, 80,248
Lonoke County,AR, 77,262
Madison County,AR, 87,248
Marion County,AR, 89,256
Miller County,AR, 65,246
Mississippi County,AR, 85,277
Monroe County,AR, 76,268
Montgomery County,AR, 75,248
Nevada County,AR, 68,251
Newton County,AR, 86,252
Ouachita County,AR, 67,254
Perry County,AR, 78,254
Phillips County,AR, 74,271
Pike County,AR, 72,248
Poinsett County,AR, 83,272
Polk County,AR, 74,244
Pope County,AR, 82,253
Prairie County,AR, 77,265
Pulaski County,AR, 77,259
Randolph County,AR, 89,269
Saint Francis County,AR, 79,272
Saline County,AR, 76,256
Scott County,AR, 77,245
Searcy County,AR, 86,256
Sebastian County,AR, 80,243
Sevier County,AR, 70,244
Sharp County,AR, 88,266
Stone County,AR, 85,260
Union County,AR, 64,257
Van Buren County,AR, 83,257
Washington County,AR, 86,244
White County,AR, 81,264
Woodruff County,AR, 80,268
Yell County,AR, 79,250
Alameda County,CA,100, 22
Alpine County,CA,107, 39
Amador County,CA,106, 32
Butte County,CA,116, 25
Calaveras County,CA,104, 33
Colusa County,CA,112, 20
Contra Costa County,CA,102, 22
Del Norte County,CA,132,  6
El Dorado County,CA,109, 33
Fresno County,CA, 93, 40
Glenn County,CA,115, 18
Humboldt County,CA,124,  7
Imperial County,CA, 63, 75
Inyo County,CA, 91, 58
Kern County,CA, 81, 48
Kings County,CA, 87, 39
Lake County,CA,111, 15
Lassen County,CA,124, 33
Los Angeles County,CA, 73, 52
Madera County,CA, 96, 39
Marin County,CA,103, 16
Mariposa County,CA, 99, 38
Mendocino County,CA,114, 10
Merced County,CA, 96, 32
Modoc County,CA,131, 32
Mono County,CA,102, 46
Monterey County,CA, 88, 28
Napa County,CA,107, 19
Nevada County,CA,113, 31
Orange County,CA, 68, 55
Placer County,CA,111, 32
Plumas County,CA,119, 31
Riverside County,CA, 68, 70
Sacramento County,CA,106, 27
San Benito County,CA, 91, 29
San Bernardino County,CA, 77, 68
San Diego County,CA, 63, 64
San Francisco County,CA,101, 18
San Joaquin County,CA,102, 27
San Luis Obispo County,CA, 82, 34
San Mateo County,CA, 98, 19
Santa Barbara County,CA, 76, 37
Santa Clara County,CA, 96, 24
Santa Cruz County,CA, 95, 21
Shasta County,CA,125, 21
Sierra County,CA,115, 33
Siskiyou County,CA,131, 17
Solano County,CA,105, 22
Sonoma County,CA,107, 14
Stanislaus County,CA, 99, 30
Sutter County,CA,111, 24
Tehama County,CA,120, 20
Trinity County,CA,124, 13
Tulare County,CA, 88, 47
Tuolumne County,CA,103, 38
Ventura County,CA, 74, 45
Yolo County,CA,108, 22
Yuba County,CA,113, 27
Adams County,CO,117,163
Alamosa County,CO, 99,151
Arapahoe County,CO,116,163
Archuleta County,CO, 96,141
Baca County,CO, 97,177
Bent County,CO,102,173
Boulder County,CO,119,155
Broomfield County,CO,119,158
Chaffee County,CO,108,148
Cheyenne County,CO,109,177
Clear Creek County,CO,116,152
Conejos County,CO, 96,148
Costilla County,CO, 97,154
Crowley County,CO,105,167
Custer County,CO,103,155
Delta County,CO,109,135
Denver County,CO,117,158
Dolores County,CO,101,129
Douglas County,CO,113,158
Eagle County,CO,116,144
Elbert County,CO,113,164
El Paso County,CO,109,161
Fremont County,CO,106,154
Garfield County,CO,115,134
Gilpin County,CO,117,153
Grand County,CO,119,149
Gunnison County,CO,108,141
Hinsdale County,CO,101,139
Huerfano County,CO,100,158
Jackson County,CO,124,147
Jefferson County,CO,115,155
Kiowa County,CO,106,176
Kit Carson County,CO,113,177
Lake County,CO,112,147
La Plata County,CO, 97,135
Larimer County,CO,124,154
Las Animas County,CO, 97,165
Lincoln County,CO,110,169
Logan County,CO,124,173
Mesa County,CO,111,130
Mineral County,CO,100,142
Moffat County,CO,123,132
Montezuma County,CO, 97,129
Montrose County,CO,106,131
Morgan County,CO,121,167
Otero County,CO,102,168
Ouray County,CO,104,135
Park County,CO,111,152
Phillips County,CO,123,179
Pitkin County,CO,112,142
Prowers County,CO,102,178
Pueblo County,CO,104,161
Rio Blanco County,CO,118,132
Rio Grande County,CO, 99,146
Routt County,CO,122,142
Saguache County,CO,103,147
San Juan County,CO,101,136
San Miguel County,CO,103,130
Sedgwick County,CO,126,179
Summit County,CO,116,149
Teller County,CO,110,156
Washington County,CO,118,172
Weld County,CO,123,162
Yuma County,CO,119,178
Fairfield County,CT,129,410
Hartford County,CT,133,416
Litchfield County,CT,133,412
Middlesex County,CT,130,417
New Haven County,CT,130,414
New London County,CT,130,421
Tolland County,CT,133,419
Windham County,CT,133,422
Kent County,DE,111,393
New Castle County,DE,115,392
Sussex County,DE,108,394
District of Columbia,DC,110,381
Alachua County,FL, 36,339
Baker County,FL, 41,339
Bay County,FL, 41,313
Bradford County,FL, 38,340
Brevard County,FL, 24,352
Broward County,FL,  8,354
Calhoun County,FL, 42,316
Charlotte County,FL, 14,343
Citrus County,FL, 29,338
Clay County,FL, 38,343
Collier County,FL,  7,347
Columbia County,FL, 40,337
DeSoto County,FL, 16,343
Dixie County,FL, 35,332
Duval County,FL, 41,343
Escambia County,FL, 44,298
Flagler County,FL, 35,348
Franklin County,FL, 38,319
Gadsden County,FL, 43,321
Gilchrist County,FL, 36,335
Glades County,FL, 14,348
Gulf County,FL, 38,316
Hamilton County,FL, 42,334
Hardee County,FL, 18,343
Hendry County,FL, 11,348
Hernando County,FL, 27,338
Highlands County,FL, 17,347
Hillsborough County,FL, 22,339
Holmes County,FL, 45,311
Indian River County,FL, 20,354
Jackson County,FL, 45,316
Jefferson County,FL, 42,326
Lafayette County,FL, 38,332
Lake County,FL, 29,344
Lee County,FL, 11,343
Leon County,FL, 42,323
Levy County,FL, 33,336
Liberty County,FL, 40,318
Madison County,FL, 42,330
Manatee County,FL, 18,339
Marion County,FL, 32,341
Martin County,FL, 16,355
Miami-Dade County,FL,  3,353
Monroe County,FL,  3,349
Nassau County,FL, 43,343
Okaloosa County,FL, 44,305
Okeechobee County,FL, 18,350
Orange County,FL, 27,347
Osceola County,FL, 23,348
Palm Beach County,FL, 12,354
Pasco County,FL, 25,338
Pinellas County,FL, 22,336
Polk County,FL, 22,344
Putnam County,FL, 36,343
Saint Johns County,FL, 38,346
Saint Lucie County,FL, 18,354
Santa Rosa County,FL, 43,301
Sarasota County,FL, 16,338
Seminole County,FL, 28,348
Sumter County,FL, 28,341
Suwannee County,FL, 40,334
Taylor County,FL, 39,329
Union County,FL, 39,339
Volusia County,FL, 31,349
Wakulla County,FL, 40,322
Walton County,FL, 44,308
Washington County,FL, 43,312
Appling County,GA, 52,339
Atkinson County,GA, 49,334
Bacon County,GA, 51,338
Baker County,GA, 49,322
Baldwin County,GA, 63,332
Banks County,GA, 73,330
Barrow County,GA, 70,328
Bartow County,GA, 72,319
Ben Hill County,GA, 53,332
Berrien County,GA, 49,332
Bibb County,GA, 61,328
Bleckley County,GA, 58,331
Brantley County,GA, 48,342
Brooks County,GA, 45,329
Bryan County,GA, 55,346
Bulloch County,GA, 58,344
Burke County,GA, 63,341
Butts County,GA, 65,326
Calhoun County,GA, 51,321
Camden County,GA, 46,344
Candler County,GA, 58,341
Carroll County,GA, 67,317
Catoosa County,GA, 78,316
Charlton County,GA, 45,340
Chatham County,GA, 55,348
Chattahoochee County,GA, 57,319
Chattooga County,GA, 74,315
Cherokee County,GA, 72,322
Clarke County,GA, 70,331
Clay County,GA, 52,318
Clayton County,GA, 67,323
Clinch County,GA, 46,336
Cobb County,GA, 70,321
Coffee County,GA, 51,335
Colquitt County,GA, 48,327
Columbia County,GA, 67,339
Cook County,GA, 48,330
Coweta County,GA, 65,319
Crawford County,GA, 60,326
Crisp County,GA, 54,327
Dade County,GA, 77,313
Dawson County,GA, 74,324
Decatur County,GA, 46,321
DeKalb County,GA, 69,324
Dodge County,GA, 56,332
Dooly County,GA, 56,327
Dougherty County,GA, 51,324
Douglas County,GA, 68,319
Early County,GA, 49,318
Echols County,GA, 44,334
Effingham County,GA, 57,347
Elbert County,GA, 71,335
Emanuel County,GA, 59,339
Evans County,GA, 56,342
Fannin County,GA, 77,323
Fayette County,GA, 66,322
Floyd County,GA, 73,316
Forsyth County,GA, 72,324
Franklin County,GA, 74,332
Fulton County,GA, 69,322
Gilmer County,GA, 76,322
Glascock County,GA, 64,337
Glynn County,GA, 48,345
Gordon County,GA, 75,318
Grady County,GA, 45,324
Greene County,GA, 67,332
Gwinnett County,GA, 70,325
Habersham County,GA, 76,329
Hall County,GA, 73,327
Hancock County,GA, 65,333
Haralson County,GA, 69,316
Harris County,GA, 60,318
Hart County,GA, 73,334
Heard County,GA, 65,316
Henry County,GA, 66,324
Houston County,GA, 58,328
Irwin County,GA, 51,331
Jackson County,GA, 72,329
Jasper County,GA, 65,328
Jeff Davis County,GA, 53,336
Jefferson County,GA, 63,338
Jenkins County,GA, 61,342
Johnson County,GA, 60,336
Jones County,GA, 63,329
Lamar County,GA, 63,324
Lanier County,GA, 47,333
Laurens County,GA, 58,334
Lee County,GA, 53,324
Liberty County,GA, 53,345
Lincoln County,GA, 69,338
Long County,GA, 53,344
Lowndes County,GA, 45,331
Lumpkin County,GA, 75,325
McDuffie County,GA, 66,338
McIntosh County,GA, 51,346
Macon County,GA, 57,325
Madison County,GA, 72,332
Marion County,GA, 57,321
Meriwether County,GA, 63,320
Miller County,GA, 48,320
Mitchell County,GA, 48,324
Monroe County,GA, 63,326
Montgomery County,GA, 56,337
Morgan County,GA, 67,330
Murray County,GA, 77,320
Muscogee County,GA, 59,318
Newton County,GA, 67,327
Oconee County,GA, 69,330
Oglethorpe County,GA, 70,333
Paulding County,GA, 70,319
Peach County,GA, 59,327
Pickens County,GA, 74,322
Pierce County,GA, 49,340
Pike County,GA, 63,322
Polk County,GA, 71,316
Pulaski County,GA, 56,330
Putnam County,GA, 65,331
Quitman County,GA, 53,317
Rabun County,GA, 78,330
Randolph County,GA, 53,319
Richmond County,GA, 65,341
Rockdale County,GA, 68,325
Schley County,GA, 57,323
Screven County,GA, 61,345
Seminole County,GA, 46,319
Spalding County,GA, 65,323
Stephens County,GA, 75,331
Stewart County,GA, 55,319
Sumter County,GA, 55,324
Talbot County,GA, 60,321
Taliaferro County,GA, 67,334
Tattnall County,GA, 55,341
Taylor County,GA, 59,324
Telfair County,GA, 54,334
Terrell County,GA, 53,322
Thomas County,GA, 45,326
Tift County,GA, 50,329
Toombs County,GA, 55,339
Towns County,GA, 78,328
Treutlen County,GA, 58,337
Troup County,GA, 63,317
Turner County,GA, 52,329
Twiggs County,GA, 60,330
Union County,GA, 77,326
Upson County,GA, 62,323
Walker County,GA, 76,315
Walton County,GA, 69,328
Ware County,GA, 47,338
Warren County,GA, 66,336
Washington County,GA, 62,335
Wayne County,GA, 51,342
Webster County,GA, 55,321
Wheeler County,GA, 55,336
White County,GA, 76,328
Whitfield County,GA, 77,318
Wilcox County,GA, 54,330
Wilkes County,GA, 69,336
Wilkinson County,GA, 61,332
Worth County,GA, 51,327
Ada County,ID,146, 68
Adams County,ID,158, 66
Bannock County,ID,140,100
Bear Lake County,ID,137,107
Benewah County,ID,176, 64
Bingham County,ID,144, 98
Blaine County,ID,146, 86
Boise County,ID,150, 72
Bonner County,ID,185, 65
Bonneville County,ID,146,105
Boundary County,ID,189, 66
Butte County,ID,148, 92
Camas County,ID,146, 79
Canyon County,ID,147, 64
Caribou County,ID,141,105
Cassia County,ID,137, 89
Clark County,ID,153, 99
Clearwater County,ID,172, 72
Custer County,ID,152, 83
Elmore County,ID,145, 74
Franklin County,ID,136,103
Fremont County,ID,152,106
Gem County,ID,151, 66
Gooding County,ID,142, 79
Idaho County,ID,165, 74
Jefferson County,ID,149, 99
Jerome County,ID,140, 83
Kootenai County,ID,180, 64
Latah County,ID,173, 64
Lemhi County,ID,158, 86
Lewis County,ID,168, 66
Lincoln County,ID,143, 84
Madison County,ID,149,104
Minidoka County,ID,141, 88
Nez Perce County,ID,169, 63
Oneida County,ID,136, 97
Owyhee County,ID,139, 68
Payette County,ID,151, 63
Power County,ID,140, 95
Shoshone County,ID,177, 70
Teton County,ID,149,108
Twin Falls County,ID,137, 80
Valley County,ID,157, 73
Washington County,ID,154, 63
Adams County,IL,118,268
Alexander County,IL, 96,283
Bond County,IL,110,282
Boone County,IL,137,287
Brown County,IL,118,271
Bureau County,IL,130,281
Calhoun County,IL,112,272
Carroll County,IL,135,278
Cass County,IL,118,276
Champaign County,IL,120,292
Christian County,IL,115,283
Clark County,IL,113,295
Clay County,IL,109,290
Clinton County,IL,107,282
Coles County,IL,115,292
Cook County,IL,133,295
Crawford County,IL,111,295
Cumberland County,IL,113,292
DeKalb County,IL,134,287
De Witt County,IL,120,286
Douglas County,IL,117,292
DuPage County,IL,133,293
Edgar County,IL,116,296
Edwards County,IL,106,293
Effingham County,IL,111,289
Fayette County,IL,111,285
Ford County,IL,123,292
Franklin County,IL,102,286
Fulton County,IL,122,276
Gallatin County,IL,101,292
Greene County,IL,113,274
Grundy County,IL,129,290
Hamilton County,IL,103,289
Hancock County,IL,122,268
Hardin County,IL, 99,291
Henderson County,IL,125,270
Henry County,IL,129,276
Iroquois County,IL,124,295
Jackson County,IL,101,282
Jasper County,IL,111,292
Jefferson County,IL,105,286
Jersey County,IL,111,275
Jo Daviess County,IL,137,276
Johnson County,IL, 98,286
Kane County,IL,134,290
Kankakee County,IL,128,295
Kendall County,IL,131,290
Knox County,IL,126,276
Lake County,IL,137,293
La Salle County,IL,129,286
Lawrence County,IL,108,296
Lee County,IL,132,283
Livingston County,IL,126,289
Logan County,IL,119,283
McDonough County,IL,122,272
McHenry County,IL,137,290
McLean County,IL,122,287
Macon County,IL,117,286
Macoupin County,IL,113,278
Madison County,IL,109,278
Marion County,IL,108,286
Marshall County,IL,127,283
Mason County,IL,120,278
Massac County,IL, 96,288
Menard County,IL,119,279
Mercer County,IL,128,272
Monroe County,IL,105,276
Montgomery County,IL,112,282
Morgan County,IL,116,276
Moultrie County,IL,116,289
Ogle County,IL,135,283
Peoria County,IL,125,279
Perry County,IL,103,283
Piatt County,IL,119,289
Pike County,IL,115,270
Pope County,IL, 98,289
Pulaski County,IL, 96,284
Putnam County,IL,128,283
Randolph County,IL,103,279
Richland County,IL,108,293
Rock Island County,IL,130,273
Saint Clair County,IL,106,278
Saline County,IL,101,289
Sangamon County,IL,117,280
Schuyler County,IL,120,273
Scott County,IL,116,274
Shelby County,IL,114,287
Stark County,IL,127,279
Stephenson County,IL,137,280
Tazewell County,IL,123,281
Union County,IL, 98,283
Vermilion County,IL,120,296
Wabash County,IL,106,295
Warren County,IL,125,273
Washington County,IL,105,282
Wayne County,IL,106,290
White County,IL,103,292
Whiteside County,IL,133,278
Will County,IL,130,294
Williamson County,IL,100,286
Winnebago County,IL,137,284
Woodford County,IL,125,284
Adams County,IN,124,318
Allen County,IN,127,317
Bartholomew County,IN,112,310
Benton County,IN,123,299
Blackford County,IN,122,315
Boone County,IN,119,306
Brown County,IN,112,308
Carroll County,IN,123,305
Cass County,IN,125,307
Clark County,IN,106,312
Clay County,IN,114,301
Clinton County,IN,121,306
Crawford County,IN,105,306
Daviess County,IN,108,301
Dearborn County,IN,112,318
Decatur County,IN,113,313
DeKalb County,IN,130,318
Delaware County,IN,120,314
Dubois County,IN,105,302
Elkhart County,IN,131,311
Fayette County,IN,116,316
Floyd County,IN,105,310
Fountain County,IN,119,300
Franklin County,IN,114,317
Fulton County,IN,127,307
Gibson County,IN,105,297
Grant County,IN,123,312
Greene County,IN,111,302
Hamilton County,IN,119,309
Hancock County,IN,117,311
Harrison County,IN,104,309
Hendricks County,IN,117,305
Henry County,IN,118,314
Howard County,IN,122,309
Huntington County,IN,125,314
Jackson County,IN,110,309
Jasper County,IN,127,301
Jay County,IN,122,317
Jefferson County,IN,109,314
Jennings County,IN,110,312
Johnson County,IN,114,309
Knox County,IN,108,298
Kosciusko County,IN,128,311
LaGrange County,IN,132,314
Lake County,IN,130,298
LaPorte County,IN,131,304
Lawrence County,IN,109,306
Madison County,IN,120,312
Marion County,IN,117,308
Marshall County,IN,129,307
Martin County,IN,108,303
Miami County,IN,125,309
Monroe County,IN,112,305
Montgomery County,IN,119,302
Morgan County,IN,114,306
Newton County,IN,126,298
Noble County,IN,130,314
Ohio County,IN,110,318
Orange County,IN,107,306
Owen County,IN,113,303
Parke County,IN,117,300
Perry County,IN,103,304
Pike County,IN,106,300
Porter County,IN,130,301
Posey County,IN,103,295
Pulaski County,IN,127,304
Putnam County,IN,116,303
Randolph County,IN,120,317
Ripley County,IN,111,315
Rush County,IN,115,314
Saint Joseph County,IN,131,307
Scott County,IN,108,312
Shelby County,IN,115,311
Spencer County,IN,103,301
Starke County,IN,129,304
Steuben County,IN,132,317
Sullivan County,IN,111,298
Switzerland County,IN,109,317
Tippecanoe County,IN,122,302
Tipton County,IN,121,309
Union County,IN,116,318
Vanderburgh County,IN,103,297
Vermillion County,IN,117,298
Vigo County,IN,114,298
Wabash County,IN,125,311
Warren County,IN,121,299
Warrick County,IN,103,299
Washington County,IN,107,309
Wayne County,IN,117,317
Wells County,IN,124,316
White County,IN,124,303
Whitley County,IN,128,313
Adair County,IA,129,242
Adams County,IA,127,240
Allamakee County,IA,145,266
Appanoose County,IA,124,255
Audubon County,IA,132,238
Benton County,IA,135,261
Black Hawk County,IA,138,259
Boone County,IA,135,246
Bremer County,IA,141,259
Buchanan County,IA,138,263
Buena Vista County,IA,140,236
Butler County,IA,140,255
Calhoun County,IA,138,240
Carroll County,IA,135,239
Cass County,IA,129,238
Cedar County,IA,133,268
Cerro Gordo County,IA,143,251
Cherokee County,IA,140,233
Chickasaw County,IA,143,259
Clarke County,IA,127,247
Clay County,IA,143,236
Clayton County,IA,141,267
Clinton County,IA,134,273
Crawford County,IA,135,234
Dallas County,IA,132,245
Davis County,IA,124,258
